cnpj;optante_simples;optante_simei
39863377000100;SIM;SIM
39906357000179;SIM;NÃO
40005603000109;SIM;SIM
40009757000160;SIM;NÃO
40017037000147;SIM;SIM
40042317000105;SIM;SIM
40050076000146;SIM;SIM
40055732000101;SIM;SIM
40066000000109;SIM;SIM
40066547000104;NÃO INFORMADO;NÃO INFORMADO
40110931000167;SIM;NÃO
40134774000120;SIM;SIM
40161438000176;SIM;SIM
40169110000104;SIM;SIM
40170169000104;SIM;NÃO
40214537000179;SIM;SIM
40220039000139;SIM;SIM
40222306000107;SIM;SIM
40238746000152;SIM;SIM
40247928000190;SIM;NÃO
40252869000148;SIM;SIM
40258338000162;SIM;SIM
40270873000139;SIM;SIM
40294979000172;SIM;SIM
40300370000169;SIM;SIM
40304754000150;SIM;SIM
40313141000189;SIM;SIM
40427199000153;SIM;SIM
40453075000142;SIM;SIM
40487052000159;SIM;SIM
40488875000107;SIM;SIM
40503201000126;SIM;NÃO
40517811000189;SIM;SIM
40543080000146;SIM;SIM
40553541000161;SIM;SIM
40561166000100;SIM;SIM
40585113000110;SIM;SIM
40602149000165;SIM;SIM
40609533000190;SIM;SIM
40614483000139;SIM;SIM
40637638000152;SIM;SIM
40699247000162;SIM;NÃO
40700096000115;SIM;SIM
40730341000137;SIM;SIM
40746722000104;SIM;SIM
40776461000175;SIM;SIM
40790440000104;SIM;SIM
40846666000180;SIM;SIM
40900788000107;SIM;SIM
40922761000115;SIM;SIM
40931565000107;SIM;SIM
40953608000155;SIM;NÃO
40975244000104;SIM;SIM
40984215000109;SIM;SIM
41021226000156;SIM;SIM
41023269000170;SIM;SIM
41074959000159;SIM;SIM
41084539000153;SIM;SIM
41110224000133;SIM;NÃO
41114912000171;SIM;SIM
41149861000113;SIM;SIM
41207266000197;SIM;SIM
41220506000193;SIM;SIM
41236580000106;SIM;SIM
41246119000126;SIM;NÃO
41250753000132;NÃO INFORMADO;NÃO INFORMADO
41277499000166;SIM;SIM
41307592000176;SIM;NÃO
41329626000123;SIM;SIM
41392539000110;SIM;SIM
41421690000130;SIM;SIM
41514786000142;NÃO INFORMADO;NÃO INFORMADO
41554245000148;SIM;SIM
41571315000176;SIM;SIM
41571957000175;SIM;SIM
41632626000106;SIM;SIM
41655068000196;SIM;SIM
41728204000120;SIM;SIM
41730619000139;SIM;SIM
41745791000166;SIM;SIM
41758034000127;SIM;SIM
41758149000111;SIM;SIM
41766112000135;SIM;SIM
41772633000103;SIM;NÃO
41792642000158;SIM;NÃO
41800139000105;SIM;NÃO
41813684000128;NÃO;NÃO
41846039000101;SIM;SIM
41847101000180;SIM;SIM
41848982000153;SIM;SIM
41850854000144;SIM;SIM
41881559000155;SIM;SIM
41890137000146;SIM;SIM
41892252000150;SIM;SIM
41897731000169;SIM;NÃO
41904783000115;SIM;NÃO
41927840000181;SIM;NÃO
41937850000106;SIM;NÃO
41941083000109;SIM;NÃO
41957517000150;SIM;NÃO
41980005000105;SIM;SIM
41986828000148;SIM;SIM
42000038000104;SIM;NÃO
42015343000170;SIM;SIM
42026683000104;SIM;SIM
42030699000182;NÃO INFORMADO;NÃO INFORMADO
42058758000120;SIM;SIM
42102811000143;SIM;SIM
42118076000166;SIM;SIM
42141422000127;SIM;SIM
42158273000109;SIM;SIM
42158666000112;SIM;SIM
42165035000120;NÃO;NÃO
42170250000110;SIM;SIM
42173857000153;SIM;NÃO
42189181000196;SIM;NÃO
42225245000167;SIM;SIM
42237064000150;SIM;SIM
42319023000103;SIM;NÃO
42334572000157;SIM;NÃO
42432689000173;SIM;SIM
42519549000137;SIM;NÃO
42580152000150;SIM;NÃO
42601363000122;SIM;SIM
42619153000161;SIM;SIM
42633942000157;SIM;NÃO
42642838000129;SIM;SIM
42649501000143;SIM;SIM
42652501000100;SIM;SIM
42673388000131;SIM;SIM
42676572000135;SIM;SIM
42696599000190;SIM;SIM
42696804000117;SIM;SIM
42723467000100;NÃO INFORMADO;NÃO INFORMADO
42751815000152;SIM;SIM
42794111000167;SIM;SIM
42817048000137;SIM;SIM
42824787000156;SIM;NÃO
42836470000130;SIM;SIM
42881252000117;SIM;SIM
42893531000109;SIM;SIM
42927276000160;SIM;SIM
42927782000159;SIM;SIM
42927978000143;SIM;SIM
42941206000166;SIM;SIM
42946778000138;SIM;SIM
42987238000100;SIM;NÃO
43030674000141;SIM;SIM
43060901000181;SIM;SIM
43109385000132;NÃO INFORMADO;NÃO INFORMADO
43123415000165;SIM;SIM
43126973000184;SIM;SIM
43166748000171;SIM;SIM
43177709000170;SIM;SIM
43206990000121;SIM;SIM
43220023000114;SIM;SIM
43220349000141;SIM;SIM
43286793000160;SIM;SIM
43301182000143;SIM;SIM
43325806000162;SIM;SIM
43345928000110;SIM;SIM
43367027000120;SIM;SIM
43375235000170;SIM;NÃO
43382157000131;SIM;SIM
43400884000184;SIM;SIM
43427660000166;SIM;SIM
43441916000190;SIM;SIM
43476569000130;SIM;SIM
43582091000123;NÃO INFORMADO;NÃO INFORMADO
43615886000190;SIM;SIM
43637611000158;SIM;NÃO
43712240000121;SIM;SIM
43714727000143;NÃO INFORMADO;NÃO INFORMADO
43724307000148;SIM;SIM
43765683000180;SIM;NÃO
43770046000100;SIM;SIM
43776517000180;NÃO;NÃO
43789992000190;SIM;SIM
43817591000105;SIM;NÃO
43818133000182;SIM;SIM
43839346000190;SIM;SIM
43857413000108;SIM;SIM
43922499000105;SIM;SIM
43925607000195;SIM;SIM
44007521000146;SIM;SIM
44029937000165;SIM;NÃO
44042865000196;NÃO INFORMADO;NÃO INFORMADO
44064694000104;SIM;NÃO
44098444000187;SIM;SIM
44103423000102;SIM;SIM
44139461000115;NÃO INFORMADO;NÃO INFORMADO
44156992000116;SIM;SIM
44183491000129;SIM;SIM
44203959000108;SIM;SIM
44223075000107;SIM;NÃO
44228166000135;SIM;SIM
44247762000162;SIM;SIM
44279033000198;SIM;SIM
44280566000190;SIM;SIM
44287190000145;SIM;SIM
44304591000166;NÃO INFORMADO;NÃO INFORMADO
44309341000119;SIM;SIM
44380805000183;SIM;NÃO
44392696000114;SIM;SIM
44399302000150;SIM;SIM
44467064000172;SIM;SIM
44491098000100;NÃO INFORMADO;NÃO INFORMADO
44508424000137;NÃO INFORMADO;NÃO INFORMADO
44543250000143;NÃO INFORMADO;NÃO INFORMADO
44552801000135;SIM;SIM
44570302000170;SIM;SIM
44628319000131;SIM;SIM
44646077000109;SIM;SIM
44696355000132;SIM;NÃO
44702185000151;SIM;SIM
44726078000163;SIM;SIM
44746822000191;SIM;SIM
44768931000100;SIM;SIM
44837244000107;SIM;SIM
44863874000148;SIM;SIM
44900394000100;SIM;SIM
44934782000101;SIM;NÃO
44937493000166;SIM;SIM
44943890000140;SIM;SIM
44962895000110;SIM;SIM
44981509000138;SIM;SIM
44993258000101;SIM;SIM
45001509000197;SIM;SIM
45006868000137;SIM;NÃO
45031547000192;SIM;SIM
45039540000117;SIM;SIM
45076910000196;SIM;SIM
45084401000105;SIM;SIM
45087782000186;NÃO INFORMADO;NÃO INFORMADO
45088439000156;SIM;SIM
45089480000147;SIM;SIM
45097076000115;SIM;SIM
45104944000147;SIM;SIM
45108278000115;SIM;SIM
45138115000185;SIM;SIM
45148882000175;SIM;SIM
45168571000178;SIM;SIM
45204420000128;SIM;SIM
45242914039141;NÃO;NÃO
45247878000164;SIM;SIM
45301580000195;SIM;SIM
45319526000177;SIM;SIM
45345330000157;SIM;SIM
45393548000187;SIM;SIM
45414926000161;SIM;SIM
45449511000123;SIM;NÃO
45451271000100;SIM;SIM
45507029000100;SIM;SIM
45512081000147;NÃO INFORMADO;NÃO INFORMADO
45540377000171;SIM;SIM
45556399000120;SIM;NÃO
45599019000134;SIM;SIM
45599119000160;SIM;SIM
45632111000159;SIM;SIM
45635761000158;SIM;SIM
45654197000110;SIM;SIM
45683143000183;SIM;NÃO
45702436000160;SIM;SIM
45770947000110;SIM;SIM
45816313000150;SIM;SIM
45852026000104;SIM;SIM
45902752000186;SIM;NÃO
45911733000116;NÃO INFORMADO;NÃO INFORMADO
46001260000182;SIM;SIM
46039229000130;SIM;SIM
46086945000179;SIM;SIM
46123002000179;SIM;SIM
46146025000107;SIM;SIM
46147327000191;SIM;SIM
46163819000170;SIM;SIM
46172648000146;SIM;NÃO
46183233000178;SIM;SIM
46222892000176;SIM;SIM
46228178000195;SIM;SIM
46255643000187;SIM;SIM
46272663000166;SIM;SIM
46282967000104;SIM;SIM
46285223000143;SIM;SIM
46332951000169;SIM;SIM
46337501000169;SIM;SIM
46368557000180;SIM;NÃO
46385094000165;SIM;SIM
46392962000134;SIM;SIM
46404371000130;SIM;SIM
46453728000170;NÃO INFORMADO;NÃO INFORMADO
46483975000119;SIM;SIM
46485691000161;SIM;SIM
46514775000186;SIM;SIM
46551314000183;SIM;SIM
46592163000101;SIM;SIM
46620299000188;SIM;SIM
46641192000116;SIM;SIM
46646099000102;SIM;SIM
46650549000122;SIM;NÃO
46668673000115;SIM;SIM
46698754000168;SIM;NÃO
46760635000198;SIM;SIM
46790157000169;SIM;SIM
46806032000180;SIM;SIM
46843387000149;SIM;SIM
46843419000106;SIM;SIM
46847197000108;SIM;NÃO
46895623000170;SIM;NÃO
46923052000130;SIM;SIM
46956288000173;SIM;SIM
47019652000131;SIM;SIM
47020006000194;SIM;SIM
47041766000188;SIM;SIM
47042819000185;SIM;SIM
47099886000136;SIM;SIM
47114373000157;SIM;SIM
47118828000102;SIM;SIM
47160269000107;SIM;NÃO
47184073000144;SIM;SIM
47184446000187;SIM;SIM
47198166000128;SIM;NÃO
47203968000189;SIM;SIM
47204780000155;NÃO INFORMADO;NÃO INFORMADO
47207826000190;SIM;SIM
47223871000138;SIM;SIM
47223878000150;SIM;SIM
47252381000160;SIM;SIM
47269404000149;SIM;SIM
47270136000185;SIM;SIM
47298141000104;SIM;SIM
47331838000121;NÃO INFORMADO;NÃO INFORMADO
47347439000159;SIM;SIM
47364216000108;SIM;SIM
47371716000169;SIM;NÃO
47386474000187;NÃO INFORMADO;NÃO INFORMADO
47423232000116;NÃO INFORMADO;NÃO INFORMADO
47484417000130;SIM;SIM
47499805000195;SIM;SIM
47508411000156;NÃO;NÃO
47514333000100;NÃO INFORMADO;NÃO INFORMADO
47522903000104;NÃO INFORMADO;NÃO INFORMADO
47540194000181;SIM;SIM
47599969000194;SIM;SIM
47609728000189;SIM;NÃO
47651182000124;SIM;SIM
47665742000108;SIM;SIM
47683794000107;SIM;SIM
47695290000107;SIM;SIM
47734767000108;SIM;SIM
47790224000108;SIM;SIM
47798113000148;SIM;SIM
47802651000169;SIM;SIM
47886612000197;SIM;SIM
47913681000142;NÃO INFORMADO;NÃO INFORMADO
47933597000190;NÃO INFORMADO;NÃO INFORMADO
47952824000125;NÃO INFORMADO;NÃO INFORMADO
47960950115611;NÃO;NÃO
47974218000100;NÃO INFORMADO;NÃO INFORMADO
48009632000142;NÃO INFORMADO;NÃO INFORMADO
48027853000143;NÃO INFORMADO;NÃO INFORMADO
48040155000188;NÃO INFORMADO;NÃO INFORMADO
48125886000126;NÃO INFORMADO;NÃO INFORMADO
48186299000147;NÃO INFORMADO;NÃO INFORMADO
48231425000138;NÃO INFORMADO;NÃO INFORMADO
48240720000150;NÃO INFORMADO;NÃO INFORMADO
48252734000194;NÃO INFORMADO;NÃO INFORMADO
48253164000157;NÃO INFORMADO;NÃO INFORMADO
48302980000103;NÃO INFORMADO;NÃO INFORMADO
48325310000102;NÃO;NÃO
48358364000174;NÃO INFORMADO;NÃO INFORMADO
49425457000137;NÃO;NÃO
50255355000108;NÃO;NÃO
52948460000140;SIM;NÃO
54566971000122;SIM;NÃO
54826532000292;NÃO;NÃO
57214900001473;NÃO INFORMADO;NÃO INFORMADO
58062779000150;NÃO;NÃO
58069360002335;NÃO;NÃO
58392432000175;NÃO;NÃO
59285411000113;NÃO;NÃO
59418806000147;NÃO;NÃO
59754523000176;NÃO;NÃO
60500139000126;NÃO;NÃO
60543816000193;NÃO;NÃO
60840055000131;NÃO;NÃO
60933603000178;NÃO;NÃO
61351532000168;NÃO;NÃO
62002886000160;NÃO;NÃO
62951355000113;NÃO;NÃO
63269492000135;SIM;NÃO
63304950000120;NÃO;NÃO
63983167000130;SIM;NÃO
64904295000103;NÃO;NÃO
65446213000197;SIM;NÃO
65524944002319;NÃO;NÃO
65993453003399;NÃO;NÃO
67010660000124;NÃO;NÃO
67170431000177;NÃO;NÃO
67241901000146;NÃO;NÃO
67380519000113;SIM;NÃO
68550201000104;NÃO;NÃO
69350171000147;SIM;NÃO
70116827000493;NÃO;NÃO
71120018000175;NÃO;NÃO
71240121000159;SIM;NÃO
71304737000146;SIM;NÃO
71541320000105;NÃO;NÃO
72375975000105;NÃO;NÃO
72520968000150;NÃO;NÃO
73045528000150;SIM;NÃO
73113243000290;NÃO;NÃO
73910440000150;SIM;NÃO
73965485000121;NÃO;NÃO
75549097000195;SIM;NÃO
76648500002492;NÃO;NÃO
78666096000119;NÃO;NÃO
79221172000226;NÃO;NÃO
79230959000254;NÃO;NÃO
80583941000134;NÃO;NÃO
81619561000175;SIM;NÃO
81739534000136;SIM;NÃO
82878471000161;SIM;NÃO
83017350000198;NÃO;NÃO
84512128000124;SIM;NÃO
84571116000170;SIM;NÃO
84683408000103;NÃO;NÃO
85045532000106;NÃO;NÃO
85070068003387;NÃO;NÃO
85128981001262;NÃO;NÃO
86975760000130;NÃO;NÃO
89096457000155;NÃO;NÃO
89288229000187;NÃO;NÃO
90347840003486;NÃO;NÃO
90400888141714;NÃO;NÃO
91220624000170;NÃO;NÃO
91983056000169;NÃO;NÃO
92390137000118;NÃO;NÃO
92693019000189;NÃO;NÃO
92791243000103;NÃO;NÃO
93191989000149;SIM;SIM
93374833000101;SIM;NÃO
95844163000167;SIM;NÃO
96402177000193;NÃO;NÃO
97131635000160;NÃO;NÃO
97411441000118;NÃO;NÃO
97548354000107;NÃO;NÃO
00000000704245;NÃO;NÃO
00006874000156;NÃO;NÃO
00355025000108;NÃO;NÃO
00527392000141;SIM;NÃO
00601763000198;NÃO;NÃO
00607587002226;NÃO;NÃO
00664518000120;NÃO;NÃO
00776574000156;NÃO;NÃO
00984008000130;NÃO;NÃO
00984046000192;NÃO;NÃO
01280910000138;SIM;NÃO
01384869000220;NÃO INFORMADO;NÃO INFORMADO
01472053000178;NÃO;NÃO
01472996000109;NÃO;NÃO
01515135000152;NÃO;NÃO
01532194000139;NÃO;NÃO
01534080009427;NÃO;NÃO
01560412000149;NÃO;NÃO
01639563000510;NÃO;NÃO
01678134000129;NÃO;NÃO
01685041000202;NÃO;NÃO
01830085000106;NÃO;NÃO
01838637000114;SIM;NÃO
01892831000188;SIM;NÃO
01907000000132;NÃO;NÃO
01918902000174;NÃO;NÃO
01922804000100;NÃO;NÃO
01938783000111;NÃO;NÃO
01963850000158;SIM;NÃO
02280165000190;NÃO;NÃO
02309786000159;NÃO;NÃO
02351877000152;NÃO;NÃO
02414164000190;NÃO;NÃO
02415583100010;NÃO;NÃO
02419541000184;NÃO;NÃO
02427602000155;SIM;NÃO
02470930000134;SIM;NÃO
02474103000119;NÃO;NÃO
02497354000119;NÃO;NÃO
02604860000160;NÃO;NÃO
02626506000136;SIM;NÃO
03073028000147;NÃO;NÃO
03129935000160;SIM;NÃO
03132775000109;NÃO;NÃO
03153003000153;NÃO;NÃO
03166705000252;NÃO INFORMADO;NÃO INFORMADO
03261703000161;SIM;NÃO
03297377000142;NÃO;NÃO
03332411000172;NÃO;NÃO
03388379000147;NÃO;NÃO
03476811044361;NÃO;NÃO
03548507000172;NÃO;NÃO
03612443000121;NÃO;NÃO
03652030000170;NÃO;NÃO
03692535000169;SIM;NÃO
03784680000331;NÃO;NÃO
03802115000198;NÃO;NÃO
03823476000382;NÃO INFORMADO;NÃO INFORMADO
04008342000966;NÃO INFORMADO;NÃO INFORMADO
04012936000193;SIM;NÃO
04041961000103;NÃO;NÃO
04105937000697;NÃO;NÃO
04111187000151;NÃO;NÃO
04151219000142;SIM;NÃO
04193584000110;SIM;NÃO
04228987012597;NÃO;NÃO
04236064001038;NÃO;NÃO
04356568000109;NÃO;NÃO
04373287000580;NÃO INFORMADO;NÃO INFORMADO
04416046000147;NÃO;NÃO
04491144000149;SIM;NÃO
04512077000100;NÃO;NÃO
04516841000107;NÃO;NÃO
04559901000179;SIM;NÃO
04633427000188;NÃO;NÃO
04715965000111;NÃO;NÃO
04726579000125;NÃO;NÃO
04752991000110;NÃO;NÃO
04776686000168;NÃO;NÃO
05011066000109;NÃO;NÃO
05103655000451;NÃO INFORMADO;NÃO INFORMADO
05162936000132;SIM;NÃO
05274349000216;NÃO INFORMADO;NÃO INFORMADO
05300307000121;NÃO;NÃO
05403709000151;NÃO;NÃO
05468113000130;NÃO;NÃO
05483290000195;SIM;NÃO
05493795000130;NÃO;NÃO
05518221000170;NÃO;NÃO
05670855000143;NÃO;NÃO
05806191000105;NÃO;NÃO
06184524000166;NÃO;NÃO
06194675002068;NÃO INFORMADO;NÃO INFORMADO
06209808000160;SIM;NÃO
06695782000107;SIM;NÃO
06946228000236;NÃO INFORMADO;NÃO INFORMADO
06948969000175;NÃO;NÃO
07037568000126;NÃO;NÃO
07049347000178;NÃO;NÃO
07173282000178;NÃO;NÃO
07197697000181;SIM;NÃO
07207996001121;NÃO;NÃO
07216054000561;NÃO;NÃO
07216189000101;NÃO;NÃO
07216574000302;NÃO INFORMADO;NÃO INFORMADO
07238623000146;NÃO;NÃO
07295631000981;NÃO;NÃO
07381410000411;NÃO;NÃO
07401720000108;SIM;NÃO
07453097001290;NÃO;NÃO
07539289000160;NÃO;NÃO
07570650000111;SIM;NÃO
07650954000199;NÃO;NÃO
07718269000157;NÃO;NÃO
07739539000106;NÃO;NÃO
07856791000103;SIM;SIM
07949328000440;NÃO;NÃO
07971407000458;NÃO;NÃO
07997460000185;SIM;NÃO
08005556000182;NÃO;NÃO
08005772000551;NÃO;NÃO
08076373000158;NÃO;NÃO
08090202000183;NÃO;NÃO
08092833000727;NÃO;NÃO
08106875000184;SIM;NÃO
08109106000130;NÃO;NÃO
08138921000127;SIM;NÃO
08158478000741;NÃO INFORMADO;NÃO INFORMADO
08193685000141;NÃO;NÃO
08227170000115;NÃO;NÃO
08284019000119;SIM;NÃO
08285554000275;NÃO;NÃO
08315648000240;NÃO INFORMADO;NÃO INFORMADO
08363909000116;NÃO;NÃO
08381692000339;NÃO;NÃO
08396550000183;NÃO;NÃO
08400521002272;NÃO;NÃO
08423090000569;NÃO INFORMADO;NÃO INFORMADO
08523907000147;NÃO;NÃO
08527039000173;NÃO;NÃO
08527543000173;NÃO;NÃO
08534605000174;NÃO;NÃO
08542427000123;NÃO;NÃO
08558630000198;NÃO;NÃO
08573519000170;SIM;NÃO
08613550000198;NÃO;NÃO
08670629000231;NÃO;NÃO
08675234000140;NÃO;NÃO
08717040000160;SIM;NÃO
08767745000192;SIM;NÃO
08776843000196;SIM;NÃO
08795211000170;NÃO;NÃO
08847490000178;SIM;NÃO
08848841000165;SIM;NÃO
08915301000157;NÃO;NÃO
09031845000119;SIM;NÃO
09073279000108;SIM;NÃO
09086213000152;NÃO;NÃO
09100612000120;SIM;NÃO
09139540000125;NÃO;NÃO
09142679000128;NÃO;NÃO
09285943000182;NÃO;NÃO
09321125000511;NÃO;NÃO
09333970000183;SIM;NÃO
09363472000183;SIM;NÃO
09404923000183;SIM;NÃO
09462921000493;NÃO;NÃO
09560176000172;SIM;NÃO
09611481000146;SIM;NÃO
09685963000140;NÃO;NÃO
10265088000127;SIM;NÃO
10292792000179;NÃO;NÃO
10300125000271;NÃO INFORMADO;NÃO INFORMADO
10342782000109;SIM;NÃO
10387557000180;NÃO;NÃO
10417109000263;NÃO;NÃO
10418525000103;NÃO;NÃO
10462980000106;NÃO;NÃO
10476396000100;SIM;NÃO
10506007000133;SIM;NÃO
10568044000176;NÃO;NÃO
10700897000110;SIM;NÃO
10725413000197;SIM;NÃO
10736008000174;SIM;NÃO
10736126000182;SIM;NÃO
10739356000103;NÃO;NÃO
10746497000145;NÃO;NÃO
10757963000198;NÃO;NÃO
10760260000119;NÃO;NÃO
10801891000139;SIM;NÃO
10807374000177;NÃO;NÃO
10918425000219;NÃO;NÃO
10987121000122;NÃO;NÃO
11013551000106;SIM;NÃO
11022930000162;NÃO;NÃO
11061677000156;SIM;NÃO
11228174000122;SIM;SIM
11293682000194;NÃO;NÃO
11341638000102;SIM;NÃO
11383070000192;SIM;SIM
11473285000102;SIM;SIM
11486965000152;SIM;NÃO
11512745000156;SIM;NÃO
11641971000137;SIM;NÃO
11707253000116;SIM;NÃO
11765256000106;SIM;SIM
11791658000185;SIM;SIM
11814211000184;SIM;NÃO
11854914000217;NÃO;NÃO
11909813000115;NÃO;NÃO
12218548000191;NÃO;NÃO
12221217000100;SIM;NÃO
12266724000160;SIM;SIM
12411268000103;SIM;NÃO
12423666000131;SIM;NÃO
12585023000194;SIM;NÃO
12585544000141;SIM;SIM
12705032000171;SIM;SIM
12707978000177;SIM;SIM
12799994000137;SIM;NÃO
12998596000140;SIM;SIM
13028970000147;SIM;NÃO
13126596000112;SIM;SIM
13133321000106;NÃO;NÃO
13214955000193;SIM;NÃO
13220797000184;SIM;NÃO
13276007000182;SIM;NÃO
13299283000247;NÃO INFORMADO;NÃO INFORMADO
13323637000160;SIM;NÃO
13400375000190;SIM;NÃO
13444541000150;SIM;NÃO
13464634000147;SIM;NÃO
13511049000150;SIM;NÃO
13626838000137;SIM;NÃO
13634708000146;SIM;NÃO
13648827000158;SIM;NÃO
13698515000159;SIM;SIM
13764672000115;SIM;SIM
13877388000155;SIM;SIM
13891454000141;SIM;NÃO
13930740000179;SIM;NÃO
13954121000114;SIM;NÃO
14011884000194;SIM;SIM
14071828000145;NÃO;NÃO
14669926000189;SIM;SIM
14796945000338;NÃO;NÃO
14838439000100;SIM;SIM
14926040000173;SIM;SIM
14930165000177;SIM;SIM
14977922000168;SIM;SIM
15008922000112;NÃO;NÃO
15009795000176;SIM;NÃO
15052476000143;SIM;SIM
15069110000187;NÃO;NÃO
15133034000121;SIM;SIM
15133483000170;SIM;SIM
15141799000103;NÃO;NÃO
15267581000108;SIM;NÃO
15270587000126;SIM;SIM
15348415000128;SIM;NÃO
15358653000114;SIM;SIM
15408460000120;SIM;SIM
15408869000147;SIM;SIM
15527906000136;NÃO;NÃO
15550294000100;NÃO;NÃO
15566845000116;SIM;SIM
15586839000120;NÃO;NÃO
15592293000110;NÃO;NÃO
15593397000140;SIM;NÃO
15657373000107;SIM;NÃO
15729219007025;NÃO;NÃO
15744316000165;NÃO;NÃO
15753371000111;NÃO;NÃO
15803046000116;NÃO;NÃO
16307576000136;SIM;SIM
16384130000105;SIM;NÃO
16502252000159;SIM;SIM
16650254000195;NÃO;NÃO
16658089000118;NÃO;NÃO
16678918000124;SIM;SIM
16704533000194;SIM;SIM
16715174000170;NÃO;NÃO
16748688000122;SIM;SIM
16796218000134;SIM;SIM
16853660000155;SIM;SIM
16930078000145;NÃO;NÃO
16940366000180;SIM;SIM
17129125000119;SIM;NÃO
17179174000166;SIM;SIM
17193320000108;SIM;SIM
17198775000116;SIM;NÃO
17245234000100;NÃO;NÃO
17254689000264;NÃO INFORMADO;NÃO INFORMADO
17314329000120;NÃO;NÃO
17316922000105;SIM;NÃO
17388714000111;NÃO;NÃO
17401896000385;NÃO;NÃO
17455793000136;NÃO;NÃO
17469410000189;NÃO;NÃO
17502663000107;SIM;NÃO
17525217000118;SIM;SIM
17531429000108;SIM;SIM
17535052000165;SIM;SIM
17621467000585;NÃO;NÃO
17658395000117;SIM;NÃO
17936141000113;SIM;NÃO
17986982000135;SIM;SIM
18021441000135;SIM;NÃO
18036506000116;SIM;NÃO
18056949000179;SIM;NÃO
18057467000133;SIM;NÃO
18061454000138;SIM;NÃO
18122795000176;SIM;SIM
18137441000103;SIM;NÃO
18151162000196;NÃO;NÃO
18161977000156;SIM;NÃO
18203420000130;SIM;NÃO
18317173000101;SIM;NÃO
18450333000188;NÃO;NÃO
18471932000188;NÃO;NÃO
18487318000104;SIM;SIM
18582602000160;SIM;SIM
18594263000131;SIM;NÃO
18616378000180;SIM;NÃO
18786219000123;NÃO;NÃO
18878673000104;SIM;SIM
18990862000174;SIM;NÃO
19010373000171;SIM;NÃO
19019098000157;SIM;NÃO
19047310000190;SIM;SIM
19107527000148;SIM;NÃO
19245902000116;SIM;SIM
19250948000123;SIM;SIM
19348327000187;SIM;SIM
19421233000196;SIM;NÃO
19511803000139;SIM;NÃO
19617389000147;SIM;SIM
19734864000165;SIM;SIM
19806315000159;SIM;NÃO
19845108000103;SIM;SIM
19873906000149;SIM;NÃO
19965495000111;NÃO;NÃO
20058633000168;SIM;SIM
20124365000135;SIM;NÃO
20400034000180;SIM;SIM
20407577000120;SIM;SIM
20548493000106;NÃO;NÃO
20598430000164;SIM;NÃO
20794126000192;SIM;SIM
20819840000198;SIM;SIM
20862177000104;SIM;SIM
20897304000100;SIM;NÃO
20906842000114;SIM;SIM
20951668000121;SIM;SIM
21102285000141;SIM;SIM
21131895000173;SIM;NÃO
21190952000195;SIM;SIM
21236193000154;NÃO;NÃO
21354050000147;SIM;SIM
21398765000100;SIM;SIM
21415466000128;SIM;SIM
21500321000125;NÃO;NÃO
21552354000119;SIM;NÃO
21554404000105;SIM;SIM
21561280000187;NÃO;NÃO
21569443000178;SIM;SIM
21609042000102;SIM;SIM
21674652000181;SIM;NÃO
21764821000174;SIM;SIM
21892649000134;SIM;SIM
21967082000118;SIM;SIM
22158768000120;SIM;SIM
22180541000181;SIM;NÃO
22182532000120;SIM;SIM
22266175000188;NÃO;NÃO
22377423000168;SIM;NÃO
22487126000175;SIM;SIM
22543006000148;SIM;SIM
22564103000117;SIM;NÃO
22584798000107;NÃO;NÃO
22589796000100;NÃO;NÃO
22610698000108;SIM;NÃO
22615451000176;SIM;SIM
22665330000139;SIM;NÃO
22678606000113;SIM;SIM
22695041000182;NÃO;NÃO
22771657000195;SIM;SIM
22774979000198;SIM;SIM
22796480000181;SIM;SIM
22796524000173;SIM;SIM
22843966000123;SIM;SIM
22939864000106;NÃO;NÃO
22949957000111;SIM;SIM
22954022000123;SIM;SIM
23256587000108;SIM;SIM
23284662000136;SIM;SIM
23352744000170;SIM;SIM
23378757000119;SIM;NÃO
23386819000134;SIM;NÃO
23455820000173;NÃO;NÃO
23458802000145;NÃO;NÃO
23481095000108;SIM;SIM
23487502000194;SIM;SIM
23490553000175;SIM;SIM
23491872000103;SIM;SIM
23497057000143;SIM;SIM
23499317000110;SIM;SIM
23608695000194;NÃO;NÃO
23708181000100;SIM;SIM
23774124000120;NÃO;NÃO
23777614000180;SIM;SIM
23977709000147;SIM;NÃO
24127251000108;SIM;NÃO
24127925000166;SIM;SIM
24240359000102;SIM;NÃO
24277358000124;SIM;NÃO
24285828000100;SIM;SIM
24326807000187;NÃO;NÃO
24380423000142;SIM;NÃO
24382033000101;SIM;SIM
24385843000111;SIM;SIM
24418103000134;SIM;SIM
24446545000194;SIM;NÃO
24495618000138;NÃO;NÃO
24531609000155;SIM;SIM
24602508000128;NÃO;NÃO
24638189000100;NÃO;NÃO
24652732000124;SIM;NÃO
24672548000146;SIM;NÃO
24684800000137;NÃO;NÃO
24754313000101;SIM;SIM
24789611000129;SIM;NÃO
24816673000182;SIM;SIM
24865173000130;SIM;NÃO
24925825000266;NÃO INFORMADO;NÃO INFORMADO
25031892000119;SIM;SIM
25045966000176;SIM;SIM
25070082000171;SIM;SIM
25152630000102;SIM;NÃO
25168456000196;SIM;NÃO
25198493000147;NÃO;NÃO
25235488000167;SIM;SIM
25292139000187;SIM;SIM
25370597000197;SIM;NÃO
25381057000109;SIM;SIM
25385951000157;SIM;SIM
