cnpj;optante_simples;optante_simei
45311014000164;SIM;SIM
45326331000154;SIM;SIM
45348022000185;SIM;NÃO
45456056000193;NÃO INFORMADO;NÃO INFORMADO
45475077000156;SIM;SIM
45477201000112;SIM;SIM
45496467000102;SIM;SIM
45503922000150;SIM;SIM
45532201000178;SIM;SIM
45568461000101;SIM;NÃO
45572977000111;SIM;SIM
45616983000123;SIM;SIM
45627258000150;SIM;SIM
45644540000146;SIM;SIM
45651649000100;SIM;NÃO
45675090000159;SIM;SIM
45700335000150;NÃO INFORMADO;NÃO INFORMADO
45703373000167;SIM;SIM
45715309000104;SIM;SIM
45755941000173;SIM;SIM
45772115000132;SIM;NÃO
45779537000130;SIM;SIM
45836878000108;SIM;SIM
45868324000184;SIM;SIM
45898669000180;SIM;SIM
45899586000106;SIM;SIM
45906597000176;SIM;SIM
45944015000146;SIM;SIM
45963529000149;SIM;NÃO
45974415000102;SIM;SIM
46066670000101;SIM;SIM
46067521000167;SIM;SIM
46082892000118;SIM;SIM
46086870000126;SIM;SIM
46137314000131;SIM;NÃO
46196495000177;SIM;SIM
46200049000199;SIM;SIM
46250482000139;SIM;SIM
46311814000148;SIM;SIM
46318115000120;SIM;SIM
46323352000189;SIM;SIM
46339566000143;SIM;SIM
46342775000146;SIM;SIM
46376701000120;SIM;SIM
46388461000184;SIM;SIM
46400137000134;SIM;SIM
46405134000193;SIM;SIM
46436545000146;NÃO INFORMADO;NÃO INFORMADO
46456247000118;SIM;NÃO
46471674000175;SIM;NÃO
46484134000126;SIM;SIM
46528200000112;SIM;SIM
46548990000106;SIM;SIM
46588910000138;SIM;SIM
46604276000180;SIM;SIM
46749093000152;SIM;SIM
46787070000132;SIM;NÃO
46789813000103;SIM;SIM
46803245000158;SIM;NÃO
46806177000180;SIM;SIM
46813217000111;SIM;NÃO
46818730000103;SIM;SIM
46828888000156;SIM;SIM
46845714000100;SIM;SIM
46849841000179;SIM;SIM
46886859000140;NÃO;NÃO
46892180000164;SIM;SIM
46897578000193;SIM;SIM
46916296000196;SIM;SIM
46920332000195;SIM;SIM
46939982000182;SIM;NÃO
46950688000171;SIM;SIM
46964050000190;SIM;NÃO
46973452000150;NÃO INFORMADO;NÃO INFORMADO
46985282000124;SIM;SIM
46997674000103;SIM;NÃO
47006775000138;SIM;SIM
47017472000110;SIM;SIM
47024960000155;SIM;SIM
47026986000132;SIM;SIM
47032531000120;SIM;SIM
47073768000159;SIM;NÃO
47075159000139;SIM;SIM
47126298000144;SIM;SIM
47185981000152;SIM;NÃO
47193634000171;SIM;NÃO
47199089000120;SIM;SIM
47217065000157;NÃO INFORMADO;NÃO INFORMADO
47219707000157;SIM;SIM
47228708000168;NÃO INFORMADO;NÃO INFORMADO
47239263000111;SIM;NÃO
47250896000120;NÃO INFORMADO;NÃO INFORMADO
47259964000112;SIM;SIM
47268434000130;SIM;SIM
47280851000107;SIM;SIM
47304190000102;SIM;SIM
47322751000198;SIM;SIM
47335949000106;SIM;SIM
47351514000155;SIM;SIM
47353011000119;SIM;SIM
47372379000124;SIM;SIM
47378938000103;SIM;SIM
47383398000156;SIM;SIM
47411959000183;SIM;SIM
47435703000106;SIM;SIM
47457960000149;SIM;NÃO
47472817000126;SIM;SIM
47474066000187;SIM;SIM
47607573000141;SIM;SIM
47627731000125;SIM;SIM
47630325000111;SIM;SIM
47651148000150;SIM;SIM
47669743000112;NÃO INFORMADO;NÃO INFORMADO
47685348000123;SIM;NÃO
47702974000180;SIM;SIM
47705796000141;SIM;SIM
47720650000175;SIM;SIM
47733299000157;SIM;SIM
47753949000126;SIM;SIM
47775227000172;SIM;SIM
47780950000140;SIM;SIM
47811892000174;SIM;SIM
47843121000169;SIM;SIM
47857509000119;SIM;SIM
47876885000150;SIM;SIM
47888529000157;NÃO INFORMADO;NÃO INFORMADO
47920313000121;NÃO INFORMADO;NÃO INFORMADO
47949816000120;NÃO INFORMADO;NÃO INFORMADO
47954984000103;NÃO INFORMADO;NÃO INFORMADO
47993672000109;NÃO INFORMADO;NÃO INFORMADO
48023794000135;NÃO INFORMADO;NÃO INFORMADO
48024001000100;NÃO INFORMADO;NÃO INFORMADO
48030477000146;NÃO INFORMADO;NÃO INFORMADO
48042672000196;NÃO INFORMADO;NÃO INFORMADO
48077480000115;NÃO INFORMADO;NÃO INFORMADO
48091639000156;NÃO INFORMADO;NÃO INFORMADO
48139645000136;NÃO INFORMADO;NÃO INFORMADO
48157355000115;NÃO INFORMADO;NÃO INFORMADO
48170727000143;NÃO INFORMADO;NÃO INFORMADO
48214327000192;NÃO INFORMADO;NÃO INFORMADO
48227667000158;NÃO INFORMADO;NÃO INFORMADO
48254336000107;NÃO INFORMADO;NÃO INFORMADO
48281535000104;NÃO INFORMADO;NÃO INFORMADO
48298314000149;NÃO INFORMADO;NÃO INFORMADO
48302161000166;NÃO INFORMADO;NÃO INFORMADO
48329563000154;NÃO INFORMADO;NÃO INFORMADO
48342122000192;NÃO INFORMADO;NÃO INFORMADO
48342737000119;SIM;NÃO
48358604000130;NÃO INFORMADO;NÃO INFORMADO
48364352000152;NÃO INFORMADO;NÃO INFORMADO
48382557000160;NÃO INFORMADO;NÃO INFORMADO
49810070000102;SIM;NÃO
52369709000162;SIM;NÃO
54239561000177;NÃO;NÃO
56074768000164;SIM;NÃO
56643018000166;NÃO;NÃO
57490534000160;SIM;NÃO
57712184000130;NÃO;NÃO
57715195000173;NÃO;NÃO
58137340002001;NÃO;NÃO
59334979000349;NÃO INFORMADO;NÃO INFORMADO
60746948000112;NÃO;NÃO
60746948169885;NÃO;NÃO
60894730000105;NÃO;NÃO
60941796000451;NÃO;NÃO
61082004000150;NÃO;NÃO
61486650000183;NÃO;NÃO
61526398031906;NÃO;NÃO
63489157000142;SIM;NÃO
67410209000102;NÃO;NÃO
67758532000163;NÃO;NÃO
68143023000199;NÃO;NÃO
68640861000178;SIM;NÃO
68853118000104;SIM;NÃO
72873532000144;SIM;NÃO
73003287000268;NÃO;NÃO
74046731000376;NÃO INFORMADO;NÃO INFORMADO
74123126000190;NÃO;NÃO
74574831000103;SIM;SIM
74661349000100;NÃO;NÃO
76597152000185;NÃO;NÃO
78189040000110;SIM;NÃO
78588415001944;NÃO;NÃO
79342069005970;NÃO;NÃO
80629140000162;NÃO;NÃO
81173635000192;SIM;NÃO
81261976000110;SIM;NÃO
82901000000127;NÃO;NÃO
83878892000155;NÃO;NÃO
85326692000115;SIM;NÃO
85332146000197;SIM;NÃO
87456562000122;NÃO;NÃO
88067780000138;NÃO;NÃO
88071212000100;NÃO;NÃO
88212113002307;NÃO;NÃO
88586565000143;SIM;NÃO
88611835000129;NÃO;NÃO
89086144000116;NÃO;NÃO
90115551000193;SIM;NÃO
90441460000148;NÃO;NÃO
92027325000186;NÃO;NÃO
92702067000196;NÃO;NÃO
92727932000744;NÃO;NÃO
92749225000163;NÃO;NÃO
94768835000130;SIM;NÃO
95602348000165;NÃO;NÃO
97537903000148;SIM;NÃO
00000208012621;NÃO;NÃO
00127993000167;NÃO;NÃO
00217289000103;NÃO;NÃO
00230225000134;SIM;NÃO
00238905000102;SIM;NÃO
00416968000101;NÃO;NÃO
00656484000121;SIM;NÃO
00734543000485;NÃO;NÃO
00754836000181;NÃO;NÃO
00826607000125;NÃO;NÃO
00844150000181;SIM;NÃO
00931718000100;NÃO;NÃO
01039012000192;SIM;NÃO
01060100000176;SIM;SIM
01092686000401;NÃO;NÃO
01183116000176;NÃO;NÃO
01206941002788;NÃO;NÃO
01209459000162;SIM;NÃO
01345202000138;NÃO;NÃO
01417222000177;NÃO;NÃO
01475924000107;SIM;NÃO
01547481000112;NÃO;NÃO
01928043000102;SIM;NÃO
01946013000110;NÃO;NÃO
02023490000177;NÃO;NÃO
02093125000139;SIM;NÃO
02157176000268;NÃO;NÃO
02323453000184;NÃO;NÃO
02351144000118;NÃO;NÃO
02365069000144;NÃO;NÃO
02405951000176;SIM;NÃO
02421421000111;NÃO;NÃO
02545360000285;SIM;NÃO
02558157000162;NÃO;NÃO
02635522000195;NÃO;NÃO
02649725000130;SIM;SIM
02656196001921;NÃO;NÃO
02658560000163;SIM;NÃO
02689510000143;SIM;NÃO
02702824000210;NÃO;NÃO
02847681001206;NÃO;NÃO
03113827000108;NÃO;NÃO
03220438000173;NÃO;NÃO
03228281000122;NÃO;NÃO
03378899000179;SIM;NÃO
03596534000200;NÃO;NÃO
03603270000185;SIM;NÃO
03608241000106;SIM;NÃO
03688666000172;SIM;NÃO
03704338000112;NÃO;NÃO
03761409000119;SIM;NÃO
03762947000128;NÃO;NÃO
03814438000100;SIM;NÃO
03842898000133;NÃO;NÃO
03865570000132;SIM;NÃO
03931322000142;SIM;NÃO
03996096000188;SIM;NÃO
04019367000108;NÃO;NÃO
04034297000167;NÃO;NÃO
04098240000121;SIM;NÃO
04195220000179;SIM;NÃO
04219777000283;NÃO;NÃO
04241320000194;NÃO;NÃO
04395456000159;SIM;NÃO
04413313000122;SIM;NÃO
04436079000159;SIM;NÃO
04459956000107;NÃO;NÃO
04529120000131;NÃO;NÃO
04665133000138;NÃO;NÃO
04742028000155;SIM;NÃO
04821041000108;NÃO;NÃO
04831608000380;NÃO;NÃO
04957602000192;SIM;NÃO
05236595000100;NÃO;NÃO
05242015000180;NÃO;NÃO
05254957007271;NÃO;NÃO
05314137000134;NÃO;NÃO
05331509000130;NÃO;NÃO
05448446000105;SIM;NÃO
05586517000128;NÃO;NÃO
05610271000182;SIM;NÃO
05655187000347;NÃO INFORMADO;NÃO INFORMADO
05677031000103;NÃO;NÃO
05729328000167;SIM;NÃO
05884669000107;NÃO;NÃO
05906063000125;NÃO;NÃO
06112513000170;NÃO;NÃO
06155276000125;SIM;NÃO
06218990000115;NÃO;NÃO
06292780000258;NÃO INFORMADO;NÃO INFORMADO
06338571000117;NÃO;NÃO
06373224000125;NÃO;NÃO
06555836000139;SIM;NÃO
06696645000197;SIM;NÃO
06867016000182;NÃO;NÃO
06935725000158;NÃO;NÃO
06965725000109;SIM;NÃO
07063080000173;SIM;NÃO
07088778000143;NÃO;NÃO
07110963000197;NÃO;NÃO
07139485000148;SIM;NÃO
07153543000198;SIM;NÃO
07206816000115;NÃO;NÃO
07263531000116;NÃO;NÃO
07328706000126;SIM;NÃO
07341923000156;NÃO;NÃO
07387388000174;SIM;NÃO
07424707000174;NÃO;NÃO
07437016000105;NÃO;NÃO
07447023000198;NÃO;NÃO
07456538000154;SIM;NÃO
07497512000154;NÃO;NÃO
07508834000151;SIM;NÃO
07594978000178;NÃO;NÃO
07605075001036;NÃO INFORMADO;NÃO INFORMADO
07611562000110;NÃO;NÃO
07615169000103;SIM;NÃO
07631274000128;SIM;SIM
07689002000189;NÃO;NÃO
07749873000140;SIM;NÃO
07816890000153;NÃO;NÃO
07820907000146;NÃO;NÃO
07852645000100;SIM;NÃO
07926704003235;NÃO;NÃO
07952246000889;NÃO;NÃO
07957021000149;NÃO;NÃO
08001152000382;NÃO;NÃO
08037841000185;NÃO;NÃO
08045950000144;NÃO;NÃO
08065557000112;NÃO;NÃO
08076862000100;SIM;NÃO
08078416000134;SIM;NÃO
08156855000380;NÃO INFORMADO;NÃO INFORMADO
08193934000107;NÃO;NÃO
08215635000118;NÃO;NÃO
08238386001077;NÃO INFORMADO;NÃO INFORMADO
08251235000168;NÃO;NÃO
08254292000109;SIM;NÃO
08359543000101;SIM;NÃO
08364948000138;NÃO;NÃO
08372297000128;NÃO;NÃO
08390702000130;NÃO;NÃO
08390859000166;SIM;NÃO
08394423000145;NÃO;NÃO
08483818000114;NÃO;NÃO
08486019000100;NÃO;NÃO
08524824000172;NÃO;NÃO
08545821000115;SIM;NÃO
08561701002074;NÃO INFORMADO;NÃO INFORMADO
08565492000174;NÃO;NÃO
08581122000120;SIM;NÃO
08610675000164;NÃO;NÃO
08667627000102;SIM;NÃO
08731619000420;NÃO;NÃO
08753255000137;SIM;NÃO
08777639000190;NÃO;NÃO
08801621000186;NÃO;NÃO
08804234000284;NÃO;NÃO
08841044000156;NÃO;NÃO
08880077000296;NÃO;NÃO
08890986000124;NÃO;NÃO
08895838000100;NÃO;NÃO
08951053000108;SIM;NÃO
09031612000116;NÃO;NÃO
09039859000189;NÃO;NÃO
09047268000153;NÃO;NÃO
09089133000150;SIM;NÃO
09142731000146;SIM;NÃO
09269991000187;NÃO;NÃO
09321806000156;SIM;SIM
09346601000125;NÃO;NÃO
09551402000744;NÃO INFORMADO;NÃO INFORMADO
09631030000170;NÃO;NÃO
09651515000126;SIM;SIM
09654749000127;SIM;NÃO
10215988000160;NÃO;NÃO
10281936000191;SIM;NÃO
10285590018228;NÃO INFORMADO;NÃO INFORMADO
10294251000180;NÃO;NÃO
10336481000245;NÃO;NÃO
10356697000191;NÃO;NÃO
10410381000130;NÃO;NÃO
10441755000185;SIM;NÃO
10454074000151;SIM;NÃO
10493612000117;NÃO;NÃO
10509307000257;NÃO INFORMADO;NÃO INFORMADO
10566074000143;NÃO;NÃO
10574455000255;SIM;NÃO
10904998000102;SIM;NÃO
10928875000101;NÃO;NÃO
10936685000136;SIM;NÃO
10967921000181;NÃO;NÃO
10978921000187;NÃO;NÃO
11103910000116;SIM;NÃO
11109437000184;SIM;NÃO
11140945000125;SIM;NÃO
11188734000162;SIM;NÃO
11234755000177;NÃO;NÃO
11263922000108;NÃO;NÃO
11354997000102;NÃO;NÃO
11428625000175;SIM;NÃO
11461166000121;NÃO;NÃO
11467951000191;SIM;SIM
11500574000145;NÃO;NÃO
11504835000103;SIM;NÃO
11643765000166;SIM;NÃO
11689967000149;SIM;NÃO
11712355000120;NÃO;NÃO
11721921000160;NÃO;NÃO
11850762000101;SIM;SIM
12012897000152;SIM;NÃO
12146258000180;SIM;NÃO
12181987000177;NÃO;NÃO
12274282000285;NÃO;NÃO
12401986000190;NÃO;NÃO
12429631000100;SIM;SIM
12432646000127;NÃO;NÃO
12486809000405;NÃO;NÃO
12509858000165;SIM;NÃO
12533136000146;NÃO;NÃO
12589014000171;SIM;NÃO
12592936000138;SIM;SIM
12602618000100;NÃO;NÃO
12635623000110;SIM;SIM
12707277000138;SIM;SIM
12792964000107;SIM;NÃO
12886398000194;SIM;SIM
12890370000120;SIM;NÃO
12916891000100;SIM;SIM
12923901000134;SIM;SIM
12933145000710;NÃO;NÃO
12939698000194;NÃO;NÃO
12964533000172;SIM;NÃO
12980136000437;NÃO INFORMADO;NÃO INFORMADO
12983339000134;SIM;NÃO
13037716000377;NÃO;NÃO
13079893000154;NÃO;NÃO
13105546000159;SIM;SIM
13107150000302;NÃO;NÃO
13250840000235;NÃO;NÃO
13260863000140;SIM;NÃO
13270520000166;NÃO;NÃO
13345620001771;NÃO;NÃO
13419156000153;SIM;NÃO
13432013000181;SIM;SIM
13553507000114;SIM;NÃO
13569481000283;NÃO INFORMADO;NÃO INFORMADO
13574594000196;NÃO;NÃO
13639811000189;SIM;NÃO
13646671000176;SIM;SIM
13652947000129;SIM;NÃO
13776823000155;SIM;NÃO
13777849000118;NÃO;NÃO
13839509000174;SIM;SIM
13867386000185;SIM;NÃO
13876880000106;SIM;NÃO
13908111000142;SIM;SIM
13961265000106;SIM;NÃO
13992204000106;NÃO;NÃO
13998121000116;SIM;SIM
14001108000103;SIM;NÃO
14071980000128;SIM;NÃO
14109658000140;SIM;NÃO
14123944000160;SIM;NÃO
14221290000108;SIM;NÃO
14413739000130;SIM;NÃO
14495679000141;SIM;SIM
14533623000134;NÃO;NÃO
14634316000140;NÃO;NÃO
14724667000141;NÃO;NÃO
14748954000191;NÃO;NÃO
14785253000122;SIM;SIM
14816868000179;NÃO;NÃO
14826698000103;SIM;NÃO
14886555000197;SIM;NÃO
14892033000289;NÃO INFORMADO;NÃO INFORMADO
14922621000218;NÃO;NÃO
14985944000170;NÃO;NÃO
15032751000167;SIM;SIM
15097399000148;NÃO;NÃO
15129817000131;SIM;SIM
15178520000166;SIM;SIM
15192403000157;NÃO;NÃO
15259356000111;NÃO;NÃO
15270656002498;NÃO;NÃO
15391138000136;NÃO;NÃO
15396568000140;SIM;SIM
15467033000113;SIM;SIM
15533821000160;SIM;NÃO
15593696000184;SIM;SIM
15643225000133;SIM;NÃO
15666319000128;SIM;SIM
15702514000166;NÃO;NÃO
15716114000100;SIM;NÃO
15740386000145;NÃO;NÃO
15768318000194;NÃO;NÃO
15785285000190;NÃO;NÃO
15868439000108;SIM;NÃO
15914705000191;SIM;SIM
16404287000155;NÃO;NÃO
16514555000191;SIM;SIM
16531893000131;SIM;NÃO
16634500000115;NÃO;NÃO
16670085000155;NÃO;NÃO
16713064000170;SIM;SIM
16730498000188;SIM;SIM
16734425000164;SIM;SIM
16771837000174;SIM;SIM
16775739000105;SIM;SIM
17024176000186;SIM;SIM
17035072000177;NÃO;NÃO
17046105000184;SIM;SIM
17106124000159;SIM;SIM
17167396000169;NÃO;NÃO
17331410000118;SIM;NÃO
17333981000191;NÃO;NÃO
17368595000135;SIM;NÃO
17376800000104;SIM;SIM
17485872000190;SIM;SIM
17487298000109;SIM;NÃO
17543923000192;SIM;NÃO
17592377000180;SIM;SIM
17596598000126;SIM;NÃO
17671054000181;NÃO;NÃO
17696228000160;SIM;SIM
17727994000145;SIM;SIM
17755091000178;NÃO;NÃO
18116989000169;SIM;SIM
18130083000107;NÃO;NÃO
18135567000130;SIM;NÃO
18226766000154;SIM;NÃO
18237775000140;SIM;NÃO
18307385000108;SIM;SIM
18361054000148;SIM;NÃO
18431316000101;SIM;SIM
18474169000149;SIM;NÃO
18495449000133;SIM;SIM
18535858000116;NÃO;NÃO
18545176000194;SIM;NÃO
18559508005906;NÃO;NÃO
18610190000124;SIM;SIM
18708930000160;SIM;SIM
18739099000103;SIM;SIM
18770516000180;SIM;SIM
18778672000198;SIM;NÃO
18869699000196;SIM;SIM
18910089000199;SIM;SIM
19088557000154;NÃO;NÃO
19093019000158;SIM;SIM
19143804000178;SIM;SIM
19215549000121;SIM;NÃO
19248662000103;NÃO;NÃO
19311319000166;SIM;SIM
19421453000110;SIM;SIM
19575197000115;SIM;SIM
19634884000164;SIM;SIM
19676776002017;NÃO;NÃO
19677483000191;NÃO;NÃO
19734747000100;SIM;SIM
19750316000129;SIM;NÃO
19761698000196;SIM;SIM
19792001000497;NÃO;NÃO
19829995000126;SIM;SIM
19839541000136;SIM;SIM
19847395000190;SIM;NÃO
19889392000110;SIM;NÃO
19904356000188;SIM;SIM
19949961000175;SIM;NÃO
19963345000179;SIM;SIM
20004409000193;SIM;SIM
20018593000120;SIM;SIM
20157781000130;SIM;NÃO
20338608000138;NÃO;NÃO
20403158000110;NÃO;NÃO
20451432000126;NÃO;NÃO
20492817000131;SIM;SIM
20545569000140;SIM;SIM
20629185000105;SIM;SIM
20668615000106;SIM;NÃO
20690086000139;NÃO;NÃO
20957182000109;SIM;SIM
20960150000154;SIM;NÃO
20964687000192;SIM;SIM
21072895000140;SIM;NÃO
21235849000114;SIM;SIM
21240146000184;NÃO;NÃO
21282573000125;SIM;SIM
21384176000164;SIM;SIM
21446416000108;NÃO;NÃO
21449643000278;NÃO INFORMADO;NÃO INFORMADO
21467222000199;SIM;NÃO
21492408000106;SIM;SIM
21553941000122;SIM;SIM
21672940000105;SIM;SIM
21703636000170;SIM;SIM
21748028000181;SIM;SIM
21815146000165;SIM;NÃO
21871350000101;SIM;SIM
21942087000196;SIM;SIM
21972709000129;SIM;SIM
22024118000192;SIM;SIM
22027572000105;SIM;NÃO
22028020000103;SIM;SIM
22055008000198;NÃO;NÃO
22115174000132;NÃO;NÃO
22121166000107;SIM;SIM
22145154000104;NÃO;NÃO
22327771000120;SIM;SIM
22394394000142;SIM;SIM
22412212000119;SIM;SIM
22458157000106;SIM;SIM
22546261000144;SIM;SIM
22602707000100;SIM;SIM
22605245000185;SIM;NÃO
22610353000146;NÃO;NÃO
22636573000149;SIM;SIM
22687496000156;SIM;NÃO
22731440000151;SIM;SIM
22747959000128;NÃO;NÃO
22769617000109;SIM;NÃO
22872824000437;NÃO;NÃO
22907388000141;SIM;SIM
22914127000159;SIM;SIM
23033320000143;SIM;NÃO
23093552000197;NÃO;NÃO
23095981000101;SIM;NÃO
23153178000178;SIM;SIM
23201773000131;SIM;SIM
23237848000134;NÃO;NÃO
23296039000101;SIM;SIM
23323067000162;SIM;NÃO
23393637000190;SIM;NÃO
23409769000163;SIM;SIM
23474275000162;NÃO;NÃO
23489736000170;SIM;SIM
23499973000112;NÃO;NÃO
23513555000132;SIM;NÃO
23517750000130;SIM;SIM
23550440000118;SIM;NÃO
23566050000136;SIM;NÃO
23593314000140;SIM;SIM
23624537000128;NÃO;NÃO
23712106000113;SIM;SIM
23766800000113;NÃO;NÃO
23798367000106;SIM;SIM
23803402000120;SIM;SIM
23939061000114;SIM;SIM
23963050000170;SIM;SIM
23970294000180;NÃO;NÃO
23972654000182;SIM;SIM
23999587000190;NÃO;NÃO
24035654000119;SIM;SIM
24072396000140;SIM;NÃO
24086995000113;SIM;NÃO
24115524000196;SIM;NÃO
24130830000100;SIM;NÃO
24131851000131;NÃO;NÃO
24140789000144;SIM;NÃO
24164479000160;SIM;SIM
24195601000327;NÃO INFORMADO;NÃO INFORMADO
24234181000189;SIM;NÃO
24239820000107;NÃO;NÃO
24486504000121;SIM;SIM
24488564000183;SIM;SIM
24500540000607;NÃO;NÃO
24518574000114;SIM;SIM
24573237000120;SIM;SIM
24599287000186;SIM;SIM
24713470000160;NÃO;NÃO
24717720000211;NÃO;NÃO
24727962000105;SIM;SIM
24739296000125;SIM;SIM
24787850000140;SIM;SIM
24872168000155;SIM;SIM
24878302000125;NÃO;NÃO
24926173000101;SIM;SIM
24945342000142;SIM;NÃO
25002723000150;SIM;NÃO
25067018000131;NÃO;NÃO
25091630000140;SIM;SIM
25147637000136;SIM;SIM
25151191000113;SIM;SIM
25192546000112;SIM;SIM
25240384000140;SIM;NÃO
25245769000109;SIM;NÃO
25257363000138;SIM;NÃO
25330855000101;SIM;SIM
25336253000161;SIM;SIM
25675497000179;SIM;NÃO
25680916000160;SIM;SIM
25985744000133;SIM;SIM
25987788000100;SIM;SIM
26001007000200;NÃO;NÃO
26001309000190;SIM;SIM
26003940000128;SIM;SIM
26019594000176;SIM;SIM
26193884000131;SIM;SIM
26283260000105;SIM;SIM
26327195000172;SIM;NÃO
26386281000318;NÃO;NÃO
26391270000164;SIM;SIM
26413386000157;SIM;SIM
26486491000116;SIM;SIM
26494777000143;SIM;SIM
26522596000183;SIM;SIM
26527914000107;SIM;NÃO
26577292000113;SIM;NÃO
26640810000104;NÃO;NÃO
26663957000101;NÃO;NÃO
26689500000176;SIM;NÃO
26696152000164;NÃO;NÃO
26710565000156;SIM;NÃO
26744879000170;NÃO;NÃO
26803018000115;SIM;NÃO
26803730000114;SIM;SIM
26809664000190;SIM;SIM
26837106000138;SIM;SIM
26848178000180;SIM;SIM
26927055000135;SIM;NÃO
27065596000164;SIM;SIM
27103291000108;NÃO;NÃO
27200702000175;SIM;SIM
27278947000115;SIM;SIM
27288243000123;SIM;SIM
27375668000170;NÃO;NÃO
27399791000120;SIM;SIM
27532967000170;SIM;SIM
27668998000153;SIM;NÃO
27748702000104;SIM;SIM
27778002000162;SIM;NÃO
27830265000173;SIM;SIM
27885790000196;SIM;SIM
27977186000190;SIM;NÃO
28025029000147;NÃO;NÃO
28180052000106;SIM;NÃO
28427070000140;SIM;SIM
28475225000113;SIM;NÃO
28554968000189;SIM;SIM
28644218000106;NÃO;NÃO
28702087000168;SIM;SIM
28705113000101;SIM;SIM
28768647000187;NÃO;NÃO
28796231000172;SIM;SIM
28809304000113;NÃO;NÃO
28828199000160;SIM;SIM
28851376000129;NÃO;NÃO
28901295000196;SIM;SIM
28925813000101;SIM;SIM
28953311000194;SIM;SIM
28984357000170;SIM;SIM
29010631000173;SIM;NÃO
29166841000155;SIM;SIM
29247513000183;SIM;SIM
29266283000108;NÃO;NÃO
29280596000102;SIM;SIM
29327595000176;SIM;NÃO
29397919000142;NÃO;NÃO
29418716000195;SIM;NÃO
29423676000170;SIM;SIM
29445825000100;SIM;SIM
29467351000199;NÃO;NÃO
29563219000180;SIM;SIM
29711799000106;SIM;NÃO
29751390000113;SIM;NÃO
29754028000104;SIM;SIM
29764544000101;SIM;SIM
29780061000109;NÃO;NÃO
29843618000103;SIM;SIM
29847972000106;NÃO;NÃO
29950060000157;NÃO;NÃO
29968675000100;SIM;SIM
29978814000187;NÃO;NÃO
30054840000106;SIM;SIM
30114648000150;SIM;NÃO
30157467000100;SIM;SIM
30160965000102;SIM;SIM
30165540000196;SIM;SIM
30186080000182;SIM;SIM
30264686000199;NÃO;NÃO
30267876007253;NÃO;NÃO
30297195000730;NÃO INFORMADO;NÃO INFORMADO
30353086000105;SIM;SIM
30420793000169;SIM;NÃO
30477457000152;SIM;SIM
30485388000129;SIM;SIM
30495578000127;SIM;SIM
30497086000170;SIM;NÃO
30498671000195;SIM;SIM
30516313000168;SIM;SIM
30558935000159;SIM;SIM
30635034000113;SIM;SIM
30673691000155;NÃO;NÃO
30702992000160;SIM;NÃO
30706854000159;SIM;SIM
30737287000106;SIM;SIM
30742555000412;NÃO;NÃO
30768714000105;SIM;SIM
30779901000194;SIM;SIM
30794954000184;SIM;SIM
30820768000172;SIM;SIM
30853588000197;SIM;SIM
30855551000106;SIM;NÃO
30933064000106;SIM;NÃO
31029147000138;NÃO;NÃO
31078194000171;SIM;SIM
31100609000166;NÃO;NÃO
31154170000154;SIM;SIM
31157952000147;NÃO;NÃO
31159339000169;SIM;SIM
31289587000124;SIM;SIM
31291749000169;NÃO;NÃO
31329726000104;SIM;NÃO
31389573000182;SIM;SIM
31440614000118;SIM;SIM
31485157000188;SIM;NÃO
31493689000167;SIM;SIM
31583871000109;SIM;NÃO
31595471000113;SIM;NÃO
31616729000110;SIM;NÃO
31678830000104;SIM;NÃO
31733872000354;NÃO INFORMADO;NÃO INFORMADO
31736577000190;SIM;SIM
31745405000182;SIM;SIM
31795195000137;SIM;SIM
31807179000117;SIM;SIM
31872190000160;SIM;SIM
31916236000104;SIM;SIM
31976193000144;SIM;SIM
31987642000150;SIM;SIM
32013570000102;SIM;NÃO
32060067000108;SIM;SIM
32118345000130;SIM;SIM
32158469000140;SIM;SIM
32233047000191;SIM;SIM
32274395000107;SIM;SIM
32385121000195;SIM;SIM
32385868000143;SIM;SIM
32405303000180;SIM;SIM
32415905000119;NÃO;NÃO
32510589000164;SIM;SIM
32549150000145;SIM;SIM
32559637000109;SIM;SIM
32577872000103;NÃO;NÃO
32603787000172;SIM;SIM
32632217000100;SIM;NÃO
32700454000161;NÃO;NÃO
32721477000152;SIM;SIM
32769730000148;SIM;SIM
32819364000194;NÃO;NÃO
32857223000166;SIM;NÃO
32893912000126;SIM;NÃO
32903509000130;SIM;NÃO
32982895000101;SIM;SIM
33022232000108;SIM;SIM
33084498000177;SIM;NÃO
33102476000192;NÃO;NÃO
33170336000151;SIM;SIM
33226099000101;SIM;NÃO
33256439000139;NÃO;NÃO
33278232000165;SIM;SIM
33284106000113;SIM;SIM
33295420000100;SIM;SIM
33313916000150;SIM;SIM
33318241000132;NÃO;NÃO
33325058000164;SIM;NÃO
33395207000161;SIM;SIM
33429963000164;SIM;NÃO
33438250058408;NÃO;NÃO
33440820000153;SIM;NÃO
33452551000145;SIM;SIM
33466988000219;NÃO;NÃO
33467572000134;NÃO;NÃO
33517035000151;SIM;NÃO
33521240000190;SIM;SIM
33556864000143;SIM;SIM
33590794000140;SIM;NÃO
33611500000119;NÃO;NÃO
33622493000150;SIM;SIM
33637910000139;SIM;NÃO
33647705000154;SIM;SIM
33672446000111;SIM;NÃO
33697095000284;NÃO;NÃO
33701884000160;NÃO;NÃO
33734130000107;SIM;SIM
